match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2010-03-12,Deccan Chargers,Dr DY Patil Sports Academy,0,3,0,0,0.0,c Anirudh Singh b WPUJC Vaas,3
4,2010-03-14,Royal Challengers Bangalore,Eden Gardens,23,22,1,1,104.55,c EJG Morgan b P Kumar,3
8,2010-03-16,Chennai Super Kings,Eden Gardens,11,20,1,0,55.0,c JA Morkel b JM Kemp,3
13,2010-03-20,Rajasthan Royals,"Sardar Patel Stadium, Motera",33,29,3,0,113.79,c AC Voges b MM Patel,4
17,2010-03-22,Mumbai Indians,Brabourne Stadium,31,34,5,0,91.18,b Harbhajan Singh,2
23,2010-03-27,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",50,40,6,1,125.0,c PP Chawla b IK Pathan,2
26,2010-03-29,Delhi Daredevils,Feroz Shah Kotla,5,10,1,0,50.0,b DP Nannes,2
30,2010-04-01,Deccan Chargers,Eden Gardens,88,54,9,5,162.96,c RG Sharma b PP Ojha,1
34,2010-04-04,Kings XI Punjab,Eden Gardens,36,31,5,1,116.13,c & b RS Bopara,1
39,2010-04-07,Delhi Daredevils,Eden Gardens,56,46,8,1,121.74,b DL Vettori,1
43,2010-04-10,Royal Challengers Bangalore,M Chinnaswamy Stadium,33,32,2,2,103.12,c A Kumble b R Vinay Kumar,1
48,2010-04-13,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",10,12,2,0,83.33,lbw b DE Bollinger,1
53,2010-04-17,Rajasthan Royals,Eden Gardens,75,50,11,2,150.0,not out,1
56,2010-04-19,Mumbai Indians,Eden Gardens,42,36,4,2,116.67,c DJ Bravo b R Sathish,1
