match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2011-04-08,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",29,21,1,1,138.1,c MS Bisla b JH Kallis,4
9,2011-04-13,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",43,20,4,2,215.0,b RJ Harris,5
14,2011-04-16,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",22,16,1,1,137.5,c AB de Villiers b Z Khan,4
18,2011-04-18,Kochi Tuskers Kerala,Nehru Stadium,14,13,1,1,107.69,not out,5
25,2011-04-22,Mumbai Indians,Wankhede Stadium,3,6,0,0,50.0,c RG Sharma b KA Pollard,5
29,2011-04-25,Pune Warriors,"MA Chidambaram Stadium, Chepauk",26,21,2,1,123.81,st RV Uthappa b R Sharma,4
39,2011-05-01,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",21,22,1,1,95.45,st KC Sangakkara b PP Ojha,4
52,2011-05-09,Rajasthan Royals,Sawai Mansingh Stadium,41,19,3,3,215.79,not out,4
56,2011-05-12,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",63,31,5,4,203.23,not out,5
64,2011-05-18,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",9,6,1,0,150.0,c PA Patel b RA Jadeja,6
69,2011-05-22,Royal Challengers Bangalore,M Chinnaswamy Stadium,70,40,3,6,175.0,not out,6
71,2011-05-24,Royal Challengers Bangalore,Wankhede Stadium,29,19,3,1,152.63,c A Mithun b Z Khan,5
74,2011-05-28,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",22,13,0,2,169.23,c V Kohli b S Aravind,3
