innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,A Mishra,2.0,0,10,1,5.0,5,0,0
1,Delhi Daredevils,AD Mathews,3.0,0,19,0,6.33,6,1,0
1,Delhi Daredevils,Imran Tahir,3.0,0,36,0,12.0,5,1,0
1,Delhi Daredevils,JP Duminy,4.0,0,15,1,3.75,10,0,0
1,Delhi Daredevils,NM Coulter-Nile,4.0,0,20,4,5.0,13,1,0
1,Delhi Daredevils,Z Khan,4.0,0,17,2,4.25,13,0,0
2,Kings XI Punjab,AR Patel,2.5,0,23,0,8.12,3,1,0
2,Kings XI Punjab,Anureet Singh,3.0,0,24,0,8.0,6,2,1
2,Kings XI Punjab,NLTC Perera,2.0,0,22,0,11.0,0,0,0
2,Kings XI Punjab,SN Thakur,3.0,0,38,1,12.67,5,2,0
2,Kings XI Punjab,Sandeep Sharma,3.0,0,10,0,3.33,12,0,0
