innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kochi Tuskers Kerala,P Parameswaran,4.0,0,29,2,7.25,14,0,0
1,Kochi Tuskers Kerala,R Vinay Kumar,4.0,0,25,2,6.25,8,1,0
1,Kochi Tuskers Kerala,RA Jadeja,2.0,0,16,0,8.0,2,2,0
1,Kochi Tuskers Kerala,RP Singh,4.0,0,28,1,7.0,9,1,0
1,Kochi Tuskers Kerala,RV Gomez,2.0,0,16,0,8.0,3,0,0
1,Kochi Tuskers Kerala,S Sreesanth,4.0,0,24,1,6.0,11,0,1
2,Delhi Daredevils,AB Agarkar,3.0,0,18,0,6.0,7,0,0
2,Delhi Daredevils,IK Pathan,4.0,0,38,0,9.5,11,3,0
2,Delhi Daredevils,M Morkel,3.0,0,29,1,9.67,7,2,1
2,Delhi Daredevils,RE van der Merwe,3.0,0,15,1,5.0,8,2,0
2,Delhi Daredevils,UT Yadav,1.0,0,23,0,23.0,2,1,1
2,Delhi Daredevils,Y Nagar,1.0,0,15,0,15.0,0,0,1
