innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Daredevils,DA Warner,13,15,2,0,86.67,c R Vinay Kumar b S Sreesanth,1
1,Delhi Daredevils,V Sehwag,15,9,2,1,166.67,c PA Patel b P Parameswaran,2
1,Delhi Daredevils,NV Ojha,13,14,1,1,92.86,c PA Patel b RP Singh,3
1,Delhi Daredevils,Y Nagar,18,23,1,0,78.26,c RP Singh b R Vinay Kumar,4
1,Delhi Daredevils,Y Venugopal Rao,40,36,5,0,111.11,c RP Singh b P Parameswaran,5
1,Delhi Daredevils,TR Birt,27,15,5,0,180.0,c PA Patel b R Vinay Kumar,6
1,Delhi Daredevils,IK Pathan,5,6,0,0,83.33,not out,7
1,Delhi Daredevils,RE van der Merwe,2,3,0,0,66.67,not out,8
2,Kochi Tuskers Kerala,M Klinger,18,20,3,0,90.0,lbw b RE van der Merwe,1
2,Kochi Tuskers Kerala,BB McCullum,37,19,5,2,194.74,c UT Yadav b M Morkel,2
2,Kochi Tuskers Kerala,PA Patel,37,31,5,0,119.35,not out,3
2,Kochi Tuskers Kerala,DPMD Jayawardene,7,10,1,0,70.0,run out (Y Nagar),4
2,Kochi Tuskers Kerala,BJ Hodge,24,13,3,1,184.62,not out,5
