match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
14,2013-04-12,Sunrisers Hyderabad,Feroz Shah Kotla,12,10,2,0,120.0,c CL White b I Sharma,2
21,2013-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,25,23,4,0,108.7,c V Kohli b AB McDonald,2
24,2013-04-18,Chennai Super Kings,Feroz Shah Kotla,17,13,1,1,130.77,c MEK Hussey b MM Sharma,2
28,2013-04-21,Mumbai Indians,Feroz Shah Kotla,95,57,13,2,166.67,not out,2
32,2013-04-23,Kings XI Punjab,Feroz Shah Kotla,23,21,2,1,109.52,c Mandeep Singh b Harmeet Singh,2
39,2013-04-28,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,28,26,2,2,107.69,c RV Uthappa b AB Dinda,2
44,2013-05-01,Kolkata Knight Riders,Shaheed Veer Narayan Singh International Stadium,17,15,3,0,113.33,c YK Pathan b JH Kallis,2
48,2013-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",8,17,0,0,47.06,b DJG Sammy,2
52,2013-05-07,Rajasthan Royals,Sawai Mansingh Stadium,11,7,2,0,157.14,b JP Faulkner,2
57,2013-05-10,Royal Challengers Bangalore,Feroz Shah Kotla,18,10,4,0,180.0,c CA Pujara b JD Unadkat,2
64,2013-05-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",0,2,0,0,0.0,c MS Dhoni b MM Sharma,1
67,2013-05-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,30,22,6,0,136.36,c AC Gilchrist b P Awana,5
71,2013-05-19,Pune Warriors,Subrata Roy Sahara Stadium,11,10,2,0,110.0,c RV Gomez b AG Murtaza,4
