innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,47,3,30,9.4,6,7
1,Royal Challengers Bangalore,middle,63,2,54,7.0,3,10
1,Royal Challengers Bangalore,powerplay,53,0,36,8.83,8,17
2,Sunrisers Hyderabad,death,59,8,42,8.43,7,14
2,Sunrisers Hyderabad,middle,47,1,41,6.88,3,15
2,Sunrisers Hyderabad,powerplay,47,1,35,8.06,7,16
