innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,D Padikkal,90,11.6
1,Royal Challengers Bangalore,2,AJ Finch,90,12.1
1,Royal Challengers Bangalore,3,V Kohli,123,16.5
1,Royal Challengers Bangalore,4,AB de Villiers,162,20.3
1,Royal Challengers Bangalore,5,S Dube,163,20.6
2,Sunrisers Hyderabad,1,DA Warner,18,2.4
2,Sunrisers Hyderabad,2,MK Pandey,89,12.6
2,Sunrisers Hyderabad,3,JM Bairstow,121,16.2
2,Sunrisers Hyderabad,4,V Shankar,121,16.3
2,Sunrisers Hyderabad,5,PK Garg,129,17.3
2,Sunrisers Hyderabad,6,Abhishek Sharma,135,17.6
2,Sunrisers Hyderabad,7,B Kumar,141,18.4
2,Sunrisers Hyderabad,8,Rashid Khan,142,18.6
2,Sunrisers Hyderabad,9,MR Marsh,143,19.2
2,Sunrisers Hyderabad,10,Sandeep Sharma,153,20.4
