match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2021-04-09,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,43,0,10.75,4,0,0
5,2021-04-13,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,27,4,6.75,10,0,0
9,2021-04-17,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,19,3,4.75,12,1,0
13,2021-04-20,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,29,1,7.25,8,1,0
17,2021-04-23,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,19,1,4.75,8,0,0
24,2021-04-29,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",4.0,0,33,2,8.25,7,0,0
27,2021-05-01,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",4.0,0,32,0,8.0,8,1,0
30,2021-09-19,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,22,0,5.5,10,0,0
34,2021-09-23,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",3.0,0,34,0,11.33,6,0,0
39,2021-09-26,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,33,1,8.25,11,0,0
42,2021-09-28,Punjab Kings,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,27,1,6.75,6,0,0
