innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,Abhishek Sharma,58,27,TM Head,37,26,97,53
1,Sunrisers Hyderabad,2,Ishan Kishan,25,13,Abhishek Sharma,50,22,79,35
1,Sunrisers Hyderabad,3,Abhishek Sharma,27,19,H Klaasen,37,13,66,32
2,Delhi Capitals,1,P Nissanka,8,6,KL Rahul,12,7,21,13
2,Delhi Capitals,2,N Rana,57,29,KL Rahul,25,16,86,45
2,Delhi Capitals,3,Sameer Rizvi,0,2,N Rana,0,1,0,3
2,Delhi Capitals,4,DA Miller,0,1,Sameer Rizvi,0,0,0,1
2,Delhi Capitals,5,T Stubbs,27,16,Sameer Rizvi,32,17,59,33
2,Delhi Capitals,6,Ashutosh Sharma,14,10,Sameer Rizvi,4,3,20,13
2,Delhi Capitals,7,Sameer Rizvi,4,4,AR Patel,2,3,6,7
2,Delhi Capitals,8,Kuldeep Yadav,1,2,Sameer Rizvi,1,2,3,4
2,Delhi Capitals,9,L Ngidi,0,1,Kuldeep Yadav,0,0,0,1
2,Delhi Capitals,10,L Ngidi,0,1,Kuldeep Yadav,0,0,0,1
