innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,18,2,Delhi Capitals,Abhishek Sharma,L Ngidi,Anish Sahasrabudhe,wicket,struck down,False
2,15,1,Sunrisers Hyderabad,Sameer Rizvi,Sakib Hussain,Anish Sahasrabudhe,wicket,struck down,False
2,17,4,Sunrisers Hyderabad,Ashutosh Sharma,Harsh Dubey,Anish Sahasrabudhe,wicket,struck down,False
