match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2008-04-19,Delhi Daredevils,Feroz Shah Kotla,3.0,0,32,0,10.67,6,3,0
6,2008-04-21,Kings XI Punjab,Sawai Mansingh Stadium,4.0,0,25,2,6.25,12,0,0
9,2008-04-24,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",3.0,0,37,0,12.33,2,0,1
12,2008-04-26,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,29,1,7.25,12,2,0
18,2008-05-01,Kolkata Knight Riders,Sawai Mansingh Stadium,4.0,0,31,2,7.75,8,2,0
24,2008-05-04,Chennai Super Kings,Sawai Mansingh Stadium,2.0,0,17,0,8.5,4,0,0
27,2008-05-07,Mumbai Indians,Dr DY Patil Sports Academy,3.0,0,23,0,7.67,8,0,0
30,2008-05-09,Deccan Chargers,Sawai Mansingh Stadium,3.0,0,8,1,2.67,10,0,0
33,2008-05-11,Delhi Daredevils,Sawai Mansingh Stadium,4.0,0,28,2,7.0,8,1,0
39,2008-05-17,Royal Challengers Bangalore,Sawai Mansingh Stadium,2.0,0,23,1,11.5,3,1,0
44,2008-05-20,Kolkata Knight Riders,Eden Gardens,3.0,0,26,1,8.67,7,0,0
53,2008-05-26,Mumbai Indians,Sawai Mansingh Stadium,4.0,0,31,2,7.75,5,2,0
56,2008-05-28,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,48,0,12.0,7,0,0
57,2008-05-30,Delhi Daredevils,Wankhede Stadium,3.0,0,20,1,6.67,8,0,0
59,2008-06-01,Chennai Super Kings,Dr DY Patil Sports Academy,2.0,0,21,0,10.5,2,0,0
