match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2023-04-01,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,31,2,7.75,8,0,0
6,2023-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,28,3,7.0,13,1,0
10,2023-04-07,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,16,1,4.0,10,1,0
15,2023-04-10,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4.0,0,39,0,9.75,5,1,0
21,2023-04-15,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2.3,0,18,2,7.2,7,1,0
26,2023-04-19,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",4.0,0,25,0,6.25,6,0,1
30,2023-04-22,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,49,0,12.25,4,0,0
38,2023-04-28,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,41,2,10.25,8,0,1
43,2023-05-01,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,21,2,5.25,7,0,0
51,2023-05-07,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2.0,0,21,0,10.5,2,1,0
58,2023-05-13,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,23,0,11.5,1,0,0
63,2023-05-16,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,26,2,6.5,9,1,0
68,2023-05-20,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,23,2,5.75,10,0,0
72,2023-05-24,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,30,0,7.5,4,1,0
