match_number,date,opponent,catches,stumpings,run_outs
23,2009-05-01,Kolkata Knight Riders,1,0,0
38,2009-05-10,Royal Challengers Bangalore,0,0,1
45,2009-05-14,Rajasthan Royals,1,0,0
