innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,IK Pathan,4.0,1,25,0,6.25,10,1,0
1,Delhi Daredevils,KP Pietersen,2.0,0,21,0,10.5,2,3,0
1,Delhi Daredevils,M Morkel,4.0,0,50,3,12.5,5,1,1
1,Delhi Daredevils,S Nadeem,4.0,0,44,0,11.0,5,3,0
1,Delhi Daredevils,UT Yadav,4.0,0,29,0,7.25,12,0,0
1,Delhi Daredevils,V Sehwag,1.0,0,9,0,9.0,3,0,0
1,Delhi Daredevils,Y Nagar,1.0,0,10,0,10.0,1,1,0
2,Pune Warriors,A Nehra,4.0,0,26,0,6.5,9,0,0
2,Pune Warriors,AC Thomas,4.0,0,22,3,5.5,13,0,0
2,Pune Warriors,AD Mathews,2.0,0,32,0,16.0,1,1,0
2,Pune Warriors,JD Ryder,1.0,0,18,0,18.0,1,0,0
2,Pune Warriors,M Kartik,3.0,0,25,1,8.33,5,1,0
2,Pune Warriors,R Sharma,2.0,0,20,0,10.0,3,0,0
2,Pune Warriors,SC Ganguly,4.0,0,27,2,6.75,5,0,0
