innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,4.0,0,38,1,9.5,8,0,0
1,Delhi Capitals,C Sakariya,4.0,0,53,2,13.25,8,3,0
1,Delhi Capitals,KK Ahmed,4.0,0,30,2,7.5,14,1,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,35,1,8.75,5,0,0
1,Delhi Capitals,Mukesh Kumar,4.0,0,34,0,8.5,5,1,0
2,Lucknow Super Giants,Avesh Khan,4.0,0,29,2,7.25,12,0,0
2,Lucknow Super Giants,JD Unadkat,3.0,0,39,0,13.0,3,2,0
2,Lucknow Super Giants,K Gowtham,4.0,0,23,0,5.75,9,1,0
2,Lucknow Super Giants,KR Mayers,1.0,0,7,0,7.0,3,1,0
2,Lucknow Super Giants,MA Wood,4.0,0,14,5,3.5,17,1,1
2,Lucknow Super Giants,Ravi Bishnoi,4.0,0,31,2,7.75,8,0,0
