innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,KL Rahul,19,4.6
1,Lucknow Super Giants,2,DJ Hooda,98,11.6
1,Lucknow Super Giants,3,KR Mayers,100,12.3
1,Lucknow Super Giants,4,MP Stoinis,117,15.1
1,Lucknow Super Giants,5,N Pooran,165,19.3
1,Lucknow Super Giants,6,A Badoni,187,20.5
2,Delhi Capitals,1,PP Shaw,41,5.3
2,Delhi Capitals,2,MR Marsh,41,5.4
2,Delhi Capitals,3,SN Khan,48,7.6
2,Delhi Capitals,4,RR Rossouw,86,12.6
2,Delhi Capitals,5,R Powell,94,14.4
2,Delhi Capitals,6,Aman Hakim Khan,112,16.3
2,Delhi Capitals,7,DA Warner,113,16.6
2,Delhi Capitals,8,AR Patel,139,20.1
2,Delhi Capitals,9,C Sakariya,143,20.5
