match_number,date,opponent,catches,stumpings,run_outs
39,2013-04-28,Pune Warriors,1,0,0
44,2013-05-01,Kolkata Knight Riders,1,0,0
57,2013-05-10,Royal Challengers Bangalore,0,0,1
64,2013-05-14,Chennai Super Kings,0,0,1
67,2013-05-16,Kings XI Punjab,1,0,0
