match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Delhi Capitals,Avesh Khan,4.0,0,29,2,7.25,12
3,Delhi Capitals,JD Unadkat,3.0,0,39,0,13.0,3
3,Delhi Capitals,K Gowtham,4.0,0,23,0,5.75,9
3,Delhi Capitals,KR Mayers,1.0,0,7,0,7.0,3
3,Delhi Capitals,MA Wood,4.0,0,14,5,3.5,17
3,Delhi Capitals,Ravi Bishnoi,4.0,0,31,2,7.75,8
6,Chennai Super Kings,Avesh Khan,3.0,0,39,1,13.0,4
6,Chennai Super Kings,K Gowtham,1.0,0,20,0,20.0,2
6,Chennai Super Kings,KH Pandya,2.0,0,21,0,10.5,3
6,Chennai Super Kings,KR Mayers,2.0,0,16,0,8.0,1
6,Chennai Super Kings,MA Wood,4.0,0,49,3,12.25,6
6,Chennai Super Kings,Ravi Bishnoi,4.0,0,28,3,7.0,13
6,Chennai Super Kings,Yash Thakur,4.0,0,36,0,9.0,3
10,Sunrisers Hyderabad,A Mishra,4.0,0,23,2,5.75,9
10,Sunrisers Hyderabad,DJ Hooda,1.0,0,8,0,8.0,1
10,Sunrisers Hyderabad,JD Unadkat,3.0,0,26,0,8.67,9
10,Sunrisers Hyderabad,KH Pandya,4.0,0,18,3,4.5,15
10,Sunrisers Hyderabad,KR Mayers,1.0,0,5,0,5.0,1
10,Sunrisers Hyderabad,Ravi Bishnoi,4.0,0,16,1,4.0,10
10,Sunrisers Hyderabad,Yash Thakur,3.0,0,23,1,7.67,5
15,Royal Challengers Bangalore,A Mishra,2.0,0,18,1,9.0,2
15,Royal Challengers Bangalore,Avesh Khan,4.0,0,53,0,13.25,7
15,Royal Challengers Bangalore,JD Unadkat,2.0,0,27,0,13.5,3
15,Royal Challengers Bangalore,KH Pandya,4.0,0,35,0,8.75,4
15,Royal Challengers Bangalore,MA Wood,4.0,0,32,1,8.0,10
15,Royal Challengers Bangalore,Ravi Bishnoi,4.0,0,39,0,9.75,5
21,Punjab Kings,Avesh Khan,3.0,0,24,0,8.0,8
21,Punjab Kings,K Gowtham,4.0,0,31,1,7.75,10
21,Punjab Kings,KH Pandya,3.0,0,32,1,10.67,6
21,Punjab Kings,MA Wood,4.0,0,35,2,8.75,9
21,Punjab Kings,Ravi Bishnoi,2.3,0,18,2,7.2,7
21,Punjab Kings,Yudhvir Singh,3.0,0,19,2,6.33,10
