innings,team,wicket_number,player_out,score,over
1,Pune Warriors,1,MK Pandey,0,1.5
1,Pune Warriors,2,SC Ganguly,15,4.4
1,Pune Warriors,3,WD Parnell,27,5.5
1,Pune Warriors,4,CJ Ferguson,47,9.5
1,Pune Warriors,5,RV Uthappa,91,16.1
1,Pune Warriors,6,MN Samuels,102,17.2
1,Pune Warriors,7,B Kumar,105,18.2
1,Pune Warriors,8,SPD Smith,128,20.3
1,Pune Warriors,9,R Sharma,129,20.6
2,Mumbai Indians,1,RE Levi,0,1.2
2,Mumbai Indians,2,AT Rayudu,2,2.1
2,Mumbai Indians,3,RG Sharma,5,2.6
2,Mumbai Indians,4,KD Karthik,54,11.5
2,Mumbai Indians,5,SA Yadav,64,13.2
2,Mumbai Indians,6,KA Pollard,77,16.6
2,Mumbai Indians,7,JEC Franklin,88,18.3
2,Mumbai Indians,8,SL Malinga,96,19.5
2,Mumbai Indians,9,Harbhajan Singh,100,20.4
