innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,PA Patel,34,6.2
1,Sunrisers Hyderabad,2,KC Sangakkara,60,10.5
1,Sunrisers Hyderabad,3,PA Reddy,72,13.6
1,Sunrisers Hyderabad,4,CL White,83,15.2
1,Sunrisers Hyderabad,5,NLTC Perera,109,18.5
1,Sunrisers Hyderabad,6,GH Vihari,116,19.5
2,Pune Warriors,1,RV Uthappa,36,7.5
2,Pune Warriors,2,MN Samuels,42,9.3
2,Pune Warriors,3,Yuvraj Singh,47,10.5
2,Pune Warriors,4,MK Pandey,50,12.2
2,Pune Warriors,5,AM Nayar,83,16.5
2,Pune Warriors,6,LRPL Taylor,86,17.2
2,Pune Warriors,7,MR Marsh,94,18.1
2,Pune Warriors,8,B Kumar,104,19.2
2,Pune Warriors,9,R Sharma,104,19.3
2,Pune Warriors,10,AB Dinda,104,19.5
