innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,AB Dinda,4.0,0,29,2,7.25,10,1,0
1,Pune Warriors,AD Mathews,2.0,0,16,0,8.0,2,0,0
1,Pune Warriors,B Kumar,4.0,0,17,1,4.25,11,0,0
1,Pune Warriors,MN Samuels,4.0,0,34,1,8.5,8,1,0
1,Pune Warriors,R Sharma,4.0,0,21,1,5.25,9,0,0
1,Pune Warriors,Yuvraj Singh,2.0,0,8,1,4.0,6,0,0
2,Sunrisers Hyderabad,A Ashish Reddy,2.0,0,21,1,10.5,2,0,0
2,Sunrisers Hyderabad,A Mishra,4.0,0,19,3,4.75,10,0,0
2,Sunrisers Hyderabad,CL White,1.0,0,2,0,2.0,4,0,0
2,Sunrisers Hyderabad,DW Steyn,3.5,0,11,3,2.87,14,0,0
2,Sunrisers Hyderabad,I Sharma,4.0,0,22,0,5.5,13,1,0
2,Sunrisers Hyderabad,NLTC Perera,4.0,0,29,2,7.25,11,1,0
