innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Sunrisers Hyderabad,PA Reddy,27,30,2,0,90.0,b Yuvraj Singh,1
1,Sunrisers Hyderabad,PA Patel,19,18,3,0,105.56,b AB Dinda,2
1,Sunrisers Hyderabad,KC Sangakkara,15,16,2,0,93.75,b R Sharma,3
1,Sunrisers Hyderabad,CL White,10,18,0,0,55.56,c MR Marsh b MN Samuels,4
1,Sunrisers Hyderabad,NLTC Perera,30,18,3,1,166.67,c MK Pandey b AB Dinda,5
1,Sunrisers Hyderabad,GH Vihari,11,12,1,0,91.67,c AB Dinda b B Kumar,6
1,Sunrisers Hyderabad,A Ashish Reddy,7,4,1,0,175.0,not out,7
1,Sunrisers Hyderabad,DB Ravi Teja,4,4,0,0,100.0,not out,8
2,Pune Warriors,RV Uthappa,24,22,2,1,109.09,c PA Patel b NLTC Perera,1
2,Pune Warriors,MK Pandey,15,29,0,0,51.72,c CL White b A Mishra,2
2,Pune Warriors,MN Samuels,5,9,1,0,55.56,c CL White b NLTC Perera,3
2,Pune Warriors,Yuvraj Singh,2,5,0,0,40.0,st PA Patel b A Mishra,4
2,Pune Warriors,LRPL Taylor,19,19,0,0,100.0,b A Ashish Reddy,5
2,Pune Warriors,AM Nayar,19,14,2,0,135.71,c I Sharma b A Mishra,6
2,Pune Warriors,AD Mathews,8,6,1,0,133.33,not out,7
2,Pune Warriors,MR Marsh,7,3,0,1,233.33,run out (NLTC Perera),8
2,Pune Warriors,B Kumar,3,3,0,0,100.0,b DW Steyn,9
2,Pune Warriors,R Sharma,0,1,0,0,0.0,b DW Steyn,10
2,Pune Warriors,AB Dinda,0,2,0,0,0.0,c CL White b DW Steyn,11
