innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,S Dhawan,10,2.2
1,Punjab Kings,2,LS Livingstone,32,5.1
1,Punjab Kings,3,JM Sharma,45,6.4
1,Punjab Kings,4,SM Curran,117,15.4
1,Punjab Kings,5,Harpreet Brar,129,17.1
1,Punjab Kings,6,P Simran Singh,154,19.2
1,Punjab Kings,7,M Shahrukh Khan,165,20.5
2,Delhi Capitals,1,PD Salt,69,7.2
2,Delhi Capitals,2,MR Marsh,74,8.2
2,Delhi Capitals,3,RR Rossouw,81,9.1
2,Delhi Capitals,4,DA Warner,86,9.6
2,Delhi Capitals,5,AR Patel,86,10.1
2,Delhi Capitals,6,MK Pandey,88,11.1
2,Delhi Capitals,7,Aman Hakim Khan,118,16.4
2,Delhi Capitals,8,P Dubey,123,18.2
