innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,AR Patel,4.0,0,27,1,6.75,11,2,0
1,Delhi Capitals,I Sharma,3.0,0,27,2,9.0,7,0,0
1,Delhi Capitals,KK Ahmed,4.0,0,36,0,9.0,11,3,0
1,Delhi Capitals,Kuldeep Yadav,4.0,0,32,1,8.0,9,0,0
1,Delhi Capitals,MR Marsh,1.0,0,21,0,21.0,0,1,0
1,Delhi Capitals,Mukesh Kumar,1.0,0,3,1,3.0,3,0,0
1,Delhi Capitals,P Dubey,3.0,0,19,1,6.33,8,1,0
2,Punjab Kings,Arshdeep Singh,4.0,0,32,0,8.0,8,0,0
2,Punjab Kings,Harpreet Brar,4.0,0,30,4,7.5,11,1,0
2,Punjab Kings,NT Ellis,4.0,0,26,2,6.5,6,1,0
2,Punjab Kings,R Dhawan,1.0,0,10,0,10.0,2,0,0
2,Punjab Kings,RD Chahar,4.0,0,16,2,4.0,17,1,0
2,Punjab Kings,SM Curran,2.0,0,18,0,9.0,4,0,0
2,Punjab Kings,Sikandar Raza,1.0,0,3,0,3.0,3,0,0
