match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2008-04-20,Mumbai Indians,Wankhede Stadium,16,11,3,0,145.45,c AM Nayar b DS Kulkarni,1
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,2,9,0,0,22.22,c RA Jadeja b SR Watson,1
29,2008-05-08,Kolkata Knight Riders,Eden Gardens,7,11,1,0,63.64,c M Kartik b I Sharma,2
