match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
1,Kolkata Knight Riders,AC Gilchrist,54,35,3,3,154.29,c MK Tiwary b BJ Hodge
1,Kolkata Knight Riders,VVS Laxman,22,14,2,1,157.14,c & b M Kartik
1,Kolkata Knight Riders,HH Gibbs,19,24,2,0,79.17,c AD Mathews b CK Langeveldt
1,Kolkata Knight Riders,A Symonds,5,9,0,0,55.56,c SC Ganguly b I Sharma
1,Kolkata Knight Riders,RG Sharma,13,12,2,0,108.33,c BJ Hodge b AD Mathews
1,Kolkata Knight Riders,Anirudh Singh,14,14,1,0,100.0,c & b LR Shukla
1,Kolkata Knight Riders,TL Suman,7,9,1,0,77.78,not out
1,Kolkata Knight Riders,WPUJC Vaas,0,1,0,0,0.0,b CK Langeveldt
1,Kolkata Knight Riders,Jaskaran Singh,4,4,0,0,100.0,not out
5,Chennai Super Kings,AC Gilchrist,38,17,4,3,223.53,b R Ashwin
5,Chennai Super Kings,VVS Laxman,12,11,2,0,109.09,"run out (SK Raina, MS Dhoni)"
5,Chennai Super Kings,HH Gibbs,45,36,5,1,125.0,run out (JA Morkel)
5,Chennai Super Kings,A Symonds,50,43,3,3,116.28,run out (ML Hayden)
5,Chennai Super Kings,RG Sharma,19,10,2,1,190.0,not out
5,Chennai Super Kings,TL Suman,10,5,2,0,200.0,not out
12,Kings XI Punjab,AC Gilchrist,33,12,4,2,275.0,c DPMD Jayawardene b SJ Srivastava
12,Kings XI Punjab,VVS Laxman,10,7,1,0,142.86,retired hurt
12,Kings XI Punjab,HH Gibbs,23,23,2,0,100.0,b Yuvraj Singh
12,Kings XI Punjab,A Symonds,53,38,3,3,139.47,c Bipul Sharma b Yuvraj Singh
12,Kings XI Punjab,RG Sharma,1,2,0,0,50.0,run out (DPMD Jayawardene)
12,Kings XI Punjab,Anirudh Singh,0,1,0,0,0.0,c KC Sangakkara b Bipul Sharma
12,Kings XI Punjab,TL Suman,26,22,2,1,118.18,run out (KC Sangakkara)
12,Kings XI Punjab,WPUJC Vaas,16,10,1,1,160.0,c Bipul Sharma b IK Pathan
12,Kings XI Punjab,Jaskaran Singh,3,3,0,0,100.0,not out
12,Kings XI Punjab,RP Singh,4,2,0,0,200.0,not out
15,Delhi Daredevils,MD Mishra,1,4,0,0,25.0,b A Mishra
15,Delhi Daredevils,AC Gilchrist,24,14,4,1,171.43,c KD Karthik b S Ladda
15,Delhi Daredevils,HH Gibbs,31,26,2,2,119.23,c MC Henriques b Y Nagar
15,Delhi Daredevils,A Symonds,35,24,3,2,145.83,c AB de Villiers b MC Henriques
15,Delhi Daredevils,RG Sharma,45,30,3,3,150.0,c AB de Villiers b DP Nannes
15,Delhi Daredevils,TL Suman,29,19,3,1,152.63,not out
15,Delhi Daredevils,Y Venugopal Rao,1,2,0,0,50.0,"run out (AB de Villiers, KD Karthik)"
15,Delhi Daredevils,WPUJC Vaas,3,2,0,0,150.0,not out
22,Rajasthan Royals,AC Gilchrist,1,3,0,0,33.33,c YK Pathan b S Narwal
22,Rajasthan Royals,VVS Laxman,10,12,1,0,83.33,c YK Pathan b SW Tait
22,Rajasthan Royals,HH Gibbs,25,14,2,2,178.57,st NV Ojha b SK Warne
22,Rajasthan Royals,A Symonds,22,14,3,0,157.14,"run out (AA Jhunjhunwala, SK Warne)"
22,Rajasthan Royals,RG Sharma,49,35,2,3,140.0,c MJ Lumb b SW Tait
22,Rajasthan Royals,TL Suman,9,15,0,0,60.0,b SW Tait
22,Rajasthan Royals,Y Venugopal Rao,2,5,0,0,40.0,run out (AA Jhunjhunwala)
22,Rajasthan Royals,WPUJC Vaas,8,13,0,0,61.54,run out (P Dogra)
22,Rajasthan Royals,R Sharma,10,5,0,1,200.0,c AA Jhunjhunwala b S Narwal
22,Rajasthan Royals,RP Singh,1,4,0,0,25.0,not out
25,Mumbai Indians,AC Gilchrist,0,2,0,0,0.0,c SR Tendulkar b Harbhajan Singh
25,Mumbai Indians,MD Mishra,13,12,1,1,108.33,c R McLaren b SL Malinga
25,Mumbai Indians,HH Gibbs,27,16,3,2,168.75,c KA Pollard b Z Khan
25,Mumbai Indians,A Symonds,1,6,0,0,16.67,c DJ Bravo b SL Malinga
25,Mumbai Indians,RG Sharma,45,28,3,2,160.71,b Z Khan
25,Mumbai Indians,TL Suman,15,17,0,1,88.24,c & b Harbhajan Singh
25,Mumbai Indians,Y Venugopal Rao,7,9,1,0,77.78,c R McLaren b KA Pollard
25,Mumbai Indians,Jaskaran Singh,1,2,0,0,50.0,c JP Duminy b Harbhajan Singh
25,Mumbai Indians,KAJ Roach,10,9,1,0,111.11,b Z Khan
25,Mumbai Indians,RP Singh,1,5,0,0,20.0,b SL Malinga
30,Kolkata Knight Riders,HH Gibbs,50,45,5,1,111.11,c DJ Hussey b SE Bond
30,Kolkata Knight Riders,AC Gilchrist,9,5,2,0,180.0,c CA Pujara b AB Agarkar
30,Kolkata Knight Riders,MD Mishra,29,16,6,0,181.25,c MK Tiwary b AD Mathews
30,Kolkata Knight Riders,A Symonds,45,37,5,0,121.62,c M Kartik b CH Gayle
30,Kolkata Knight Riders,RG Sharma,2,6,0,0,33.33,b M Kartik
30,Kolkata Knight Riders,TL Suman,15,11,0,1,136.36,not out
33,Mumbai Indians,HH Gibbs,17,15,3,0,113.33,c SR Tendulkar b Z Khan
33,Mumbai Indians,AC Gilchrist,19,14,1,1,135.71,b Z Khan
33,Mumbai Indians,VVS Laxman,4,7,0,0,57.14,"run out (KA Pollard, AT Rayudu)"
33,Mumbai Indians,A Symonds,21,18,2,0,116.67,b R McLaren
33,Mumbai Indians,RG Sharma,11,13,0,0,84.62,c & b KA Pollard
33,Mumbai Indians,MD Mishra,5,7,0,0,71.43,c DJ Bravo b KA Pollard
33,Mumbai Indians,TL Suman,11,16,0,0,68.75,c AT Rayudu b Harbhajan Singh
33,Mumbai Indians,RJ Harris,13,10,1,0,130.0,c S Dhawan b R McLaren
33,Mumbai Indians,R Sharma,5,7,1,0,71.43,c DJ Bravo b Harbhajan Singh
