innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Chennai Super Kings,1,MEK Hussey,3,7,M Vijay,16,11,19,18
1,Chennai Super Kings,2,MEK Hussey,2,3,SK Raina,19,13,21,16
1,Chennai Super Kings,3,MEK Hussey,7,8,S Badrinath,13,10,20,18
1,Chennai Super Kings,4,MEK Hussey,20,19,WP Saha,16,16,37,35
1,Chennai Super Kings,5,WP Saha,10,5,MS Dhoni,9,6,19,11
1,Chennai Super Kings,6,JA Morkel,13,10,WP Saha,20,12,36,22
2,Kochi Tuskers Kerala,1,PA Patel,6,7,BB McCullum,3,7,11,14
2,Kochi Tuskers Kerala,2,Y Gnaneswara Rao,19,17,BB McCullum,13,9,34,26
2,Kochi Tuskers Kerala,3,BB McCullum,17,21,BJ Hodge,18,22,38,43
2,Kochi Tuskers Kerala,4,RA Jadeja,19,13,BJ Hodge,12,12,32,25
2,Kochi Tuskers Kerala,5,OA Shah,3,3,BJ Hodge,19,6,22,9
2,Kochi Tuskers Kerala,6,BJ Hodge,2,2,KM Jadhav,1,1,4,3
