innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kochi Tuskers Kerala,BJ Hodge,3.0,0,24,1,8.0,4,0,0
1,Kochi Tuskers Kerala,M Muralitharan,4.0,0,26,0,6.5,9,0,0
1,Kochi Tuskers Kerala,R Vinay Kumar,2.0,0,17,0,8.5,2,1,0
1,Kochi Tuskers Kerala,RA Jadeja,4.0,0,26,2,6.5,9,1,0
1,Kochi Tuskers Kerala,RP Singh,4.0,0,34,1,8.5,6,0,0
1,Kochi Tuskers Kerala,S Sreesanth,3.0,0,23,1,7.67,8,0,0
2,Chennai Super Kings,DE Bollinger,4.0,0,38,1,9.5,5,3,0
2,Chennai Super Kings,DJ Bravo,4.0,0,36,1,9.0,9,2,0
2,Chennai Super Kings,R Ashwin,4.0,0,16,1,4.0,9,0,0
2,Chennai Super Kings,SB Jakati,4.0,0,23,1,5.75,9,0,0
2,Chennai Super Kings,SK Raina,4.0,0,26,0,6.5,8,2,0
