innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,E Lewis,37,4.1
1,Mumbai Indians,2,Ishan Kishan,59,6.3
1,Mumbai Indians,3,SA Yadav,59,6.4
1,Mumbai Indians,4,RG Sharma,71,9.2
1,Mumbai Indians,5,KH Pandya,136,15.2
1,Mumbai Indians,6,KA Pollard,152,16.3
1,Mumbai Indians,7,BCJ Cutting,160,18.4
1,Mumbai Indians,8,HH Pandya,170,19.2
2,Kings XI Punjab,1,CH Gayle,34,4.5
2,Kings XI Punjab,2,AJ Finch,145,17.1
2,Kings XI Punjab,3,MP Stoinis,149,17.5
2,Kings XI Punjab,4,KL Rahul,167,19.3
2,Kings XI Punjab,5,Yuvraj Singh,172,20.3
