team,ball,batter,bowler,non_striker,batter_runs,extra_runs,total_runs,extra_type,is_wicket,wicket_kind,player_out
Chennai Super Kings,1,JA Morkel,J Theron,ML Hayden,1,0,1,,False,,
Chennai Super Kings,2,ML Hayden,J Theron,JA Morkel,0,0,0,,True,bowled,ML Hayden
Chennai Super Kings,3,SK Raina,J Theron,JA Morkel,2,0,2,,False,,
Chennai Super Kings,4,SK Raina,J Theron,JA Morkel,6,0,6,,False,,
Chennai Super Kings,5,SK Raina,J Theron,JA Morkel,0,0,0,,True,caught,SK Raina
Kings XI Punjab,1,DPMD Jayawardene,M Muralitharan,Yuvraj Singh,6,0,6,,False,,
Kings XI Punjab,2,DPMD Jayawardene,M Muralitharan,Yuvraj Singh,0,0,0,,True,caught,DPMD Jayawardene
Kings XI Punjab,3,Yuvraj Singh,M Muralitharan,IK Pathan,0,0,0,,False,,
Kings XI Punjab,4,Yuvraj Singh,M Muralitharan,IK Pathan,4,0,4,,False,,
