innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,BW Hilfenhaus,4.0,0,32,2,8.0,11,1,0
1,Chennai Super Kings,DR Smith,2.0,0,11,1,5.5,4,0,0
1,Chennai Super Kings,IC Pandey,3.0,0,22,0,7.33,4,0,0
1,Chennai Super Kings,MM Sharma,4.0,0,27,2,6.75,6,0,0
1,Chennai Super Kings,R Ashwin,4.0,0,17,0,4.25,9,2,0
1,Chennai Super Kings,RA Jadeja,3.0,0,23,0,7.67,3,0,0
2,Sunrisers Hyderabad,A Mishra,3.3,0,27,0,7.71,5,0,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,23,2,5.75,10,0,0
2,Sunrisers Hyderabad,DW Steyn,4.0,0,20,0,5.0,12,0,0
2,Sunrisers Hyderabad,I Sharma,4.0,0,37,2,9.25,11,0,0
2,Sunrisers Hyderabad,KV Sharma,4.0,0,35,1,8.75,6,0,0
