innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,JJ Roy,10,8,Liton Das,4,4,15,12
1,Kolkata Knight Riders,2,JJ Roy,9,7,VR Iyer,0,2,10,9
1,Kolkata Knight Riders,3,N Rana,4,7,JJ Roy,2,4,7,11
1,Kolkata Knight Riders,4,Mandeep Singh,12,11,JJ Roy,5,7,18,18
1,Kolkata Knight Riders,5,RK Singh,6,8,JJ Roy,8,4,14,12
1,Kolkata Knight Riders,6,SP Narine,4,6,JJ Roy,0,0,6,6
1,Kolkata Knight Riders,7,AD Russell,13,11,JJ Roy,9,9,23,20
1,Kolkata Knight Riders,8,AS Roy,0,1,AD Russell,0,0,0,1
1,Kolkata Knight Riders,9,UT Yadav,3,5,AD Russell,0,0,3,5
1,Kolkata Knight Riders,10,CV Varun,1,6,AD Russell,25,20,31,26
2,Delhi Capitals,1,DA Warner,24,17,PP Shaw,13,11,38,27
2,Delhi Capitals,2,MR Marsh,2,9,DA Warner,21,8,24,17
2,Delhi Capitals,3,PD Salt,5,3,DA Warner,0,2,5,5
2,Delhi Capitals,4,MK Pandey,13,16,DA Warner,12,14,26,30
2,Delhi Capitals,5,AR Patel,7,9,MK Pandey,8,7,17,16
2,Delhi Capitals,6,Aman Hakim Khan,0,2,AR Patel,1,1,1,3
2,Delhi Capitals,7,Lalit Yadav,4,7,AR Patel,11,12,17,18
