innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,V Sehwag,45,5.6
1,Delhi Daredevils,2,AB de Villiers,46,6.2
1,Delhi Daredevils,3,G Gambhir,167,18.6
1,Delhi Daredevils,4,S Dhawan,175,19.5
1,Delhi Daredevils,5,Shoaib Malik,176,20.1
2,Chennai Super Kings,1,S Vidyut,62,7.1
2,Chennai Super Kings,2,SP Fleming,97,10.3
2,Chennai Super Kings,3,SK Raina,98,11.1
2,Chennai Super Kings,4,JA Morkel,138,15.1
2,Chennai Super Kings,5,MS Dhoni,166,19.1
2,Chennai Super Kings,6,CK Kapugedera,166,19.2
