innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,M Vohra,39,5.5
1,Kings XI Punjab,2,MJ Guptill,41,6.5
1,Kings XI Punjab,3,SE Marsh,56,9.3
1,Kings XI Punjab,4,GJ Maxwell,127,16.3
1,Kings XI Punjab,5,WP Saha,146,18.5
1,Kings XI Punjab,6,Swapnil Singh,149,19.2
2,Kolkata Knight Riders,1,SP Narine,39,4.4
2,Kolkata Knight Riders,2,G Gambhir,78,10.3
2,Kolkata Knight Riders,3,RV Uthappa,79,10.5
2,Kolkata Knight Riders,4,MK Pandey,131,18.1
2,Kolkata Knight Riders,5,CA Lynn,132,18.2
2,Kolkata Knight Riders,6,YK Pathan,139,19.1
