match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2022-03-26,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,20,2,5.0,15,2,1
6,2022-03-30,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",4.0,0,16,2,4.0,13,0,0
8,2022-04-01,Punjab Kings,"Wankhede Stadium, Mumbai",4.0,1,23,4,5.75,12,0,1
14,2022-04-06,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",4.0,0,25,1,6.25,11,0,0
19,2022-04-10,Delhi Capitals,"Brabourne Stadium, Mumbai",4.0,0,48,1,12.0,7,0,1
25,2022-04-15,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",4.0,0,31,0,7.75,10,1,0
30,2022-04-18,Rajasthan Royals,"Brabourne Stadium, Mumbai",4.0,0,44,0,11.0,10,0,1
35,2022-04-23,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",4.0,0,31,1,7.75,9,0,0
41,2022-04-28,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,24,3,6.0,11,0,0
47,2022-05-02,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,1,24,1,6.0,17,1,1
61,2022-05-14,Sunrisers Hyderabad,"Maharashtra Cricket Association Stadium, Pune",4.0,0,19,1,4.75,13,0,0
66,2022-05-18,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",4.0,0,34,0,8.5,7,0,0
