innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,SV Samson,53,7.5
1,Delhi Daredevils,2,KK Nair,55,8.3
1,Delhi Daredevils,3,SS Iyer,96,12.5
1,Delhi Daredevils,4,SW Billings,103,13.5
1,Delhi Daredevils,5,RR Pant,120,16.1
1,Delhi Daredevils,6,CH Morris,151,18.5
2,Kings XI Punjab,1,M Vohra,5,2.4
2,Kings XI Punjab,2,WP Saha,21,4.2
2,Kings XI Punjab,3,HM Amla,31,5.4
2,Kings XI Punjab,4,EJG Morgan,64,10.6
2,Kings XI Punjab,5,GJ Maxwell,65,11.3
2,Kings XI Punjab,6,DA Miller,88,14.4
2,Kings XI Punjab,7,MM Sharma,133,19.5
2,Kings XI Punjab,8,KC Cariappa,134,20.1
2,Kings XI Punjab,9,AR Patel,137,20.6
