match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2009-04-19,Deccan Chargers,Newlands,1,12,0,0,8.33,c VVS Laxman b Harmeet Singh,3
10,2009-04-23,Rajasthan Royals,Newlands,46,30,4,2,153.33,c M Rawat b Kamran Khan,5
17,2009-04-27,Mumbai Indians,St George's Park,34,30,3,1,113.33,c DJ Bravo b AM Nayar,4
19,2009-04-29,Royal Challengers Bangalore,Kingsmead,1,8,0,0,12.5,c JH Kallis b P Kumar,4
23,2009-05-01,Mumbai Indians,Buffalo Park,0,1,0,0,0.0,b Z Khan,2
27,2009-05-03,Kings XI Punjab,St George's Park,22,17,1,1,129.41,c KC Sangakkara b PP Chawla,4
39,2009-05-10,Delhi Daredevils,New Wanderers Stadium,44,45,1,2,97.78,c DA Warner b DP Nannes,2
41,2009-05-12,Royal Challengers Bangalore,SuperSport Park,4,6,1,0,66.67,c MV Boucher b R Vinay Kumar,2
48,2009-05-16,Deccan Chargers,New Wanderers Stadium,33,41,3,0,80.49,c RJ Harris b RG Sharma,2
51,2009-05-18,Chennai Super Kings,SuperSport Park,4,14,0,0,28.57,b M Muralitharan,2
53,2009-05-20,Rajasthan Royals,Kingsmead,0,3,0,0,0.0,c RA Jadeja b MM Patel,2
