innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,B Kumar,4.0,0,43,1,10.75,7,0,0
1,Royal Challengers Bengaluru,KH Pandya,4.0,0,38,1,9.5,5,0,0
1,Royal Challengers Bengaluru,L Ngidi,4.0,0,51,1,12.75,4,0,0
1,Royal Challengers Bengaluru,R Shepherd,2.0,0,14,2,7.0,5,2,0
1,Royal Challengers Bengaluru,Suyash Sharma,3.0,0,45,1,15.0,2,0,0
1,Royal Challengers Bengaluru,Yash Dayal,3.0,0,36,0,12.0,4,0,1
2,Sunrisers Hyderabad,E Malinga,4.0,0,37,2,9.25,9,0,0
2,Sunrisers Hyderabad,HV Patel,3.5,0,39,1,10.17,9,1,1
2,Sunrisers Hyderabad,Harsh Dubey,2.0,0,20,1,10.0,3,0,0
2,Sunrisers Hyderabad,JD Unadkat,4.0,0,41,1,10.25,6,1,0
2,Sunrisers Hyderabad,Nithish Kumar Reddy,2.0,0,13,1,6.5,4,0,0
2,Sunrisers Hyderabad,PJ Cummins,4.0,0,28,3,7.0,10,2,0
