innings,over,ball,team,player_in,player_out,reason
2,1,1,Sunrisers Hyderabad,Harsh Dubey,TM Head,impact_player
2,11,5,Royal Challengers Bengaluru,RM Patidar,Suyash Sharma,impact_player
