innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,AS Joseph,4.0,0,43,1,10.75,8,2,0
1,Royal Challengers Bengaluru,C Green,2.0,0,19,0,9.5,3,1,0
1,Royal Challengers Bengaluru,GJ Maxwell,3.0,0,29,2,9.67,6,0,0
1,Royal Challengers Bengaluru,Mayank Dagar,3.0,0,34,0,11.33,4,0,0
1,Royal Challengers Bengaluru,Mohammed Siraj,4.0,0,26,2,6.5,11,0,0
1,Royal Challengers Bengaluru,Yash Dayal,4.0,0,23,1,5.75,12,2,0
2,Punjab Kings,Arshdeep Singh,3.2,0,40,0,12.0,7,3,0
2,Punjab Kings,HV Patel,4.0,0,45,1,11.25,6,3,0
2,Punjab Kings,Harpreet Brar,4.0,0,13,2,3.25,9,0,0
2,Punjab Kings,K Rabada,4.0,0,23,2,5.75,11,1,0
2,Punjab Kings,RD Chahar,1.0,0,16,0,16.0,1,0,0
2,Punjab Kings,SM Curran,3.0,0,30,1,10.0,7,0,0
