match_number,date,opponent,venue,result,margin
4,2026-03-31,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",lost,by 3 wickets
9,2026-04-04,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",lost,by 6 runs
14,2026-04-08,Delhi Capitals,"Arun Jaitley Stadium, Delhi",won,by 1 runs
19,2026-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",won,by 7 wickets
25,2026-04-17,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",won,by 5 wickets
30,2026-04-20,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",lost,by 99 runs
34,2026-04-24,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",lost,by 5 wickets
37,2026-04-26,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",won,by 8 wickets
