innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,DA Warner,12,11,PP Shaw,7,5,29,16
1,Delhi Capitals,2,MR Marsh,4,4,DA Warner,4,6,8,10
1,Delhi Capitals,3,SN Khan,4,9,DA Warner,21,15,30,24
1,Delhi Capitals,4,RR Rossouw,0,1,SN Khan,0,0,0,1
1,Delhi Capitals,5,Abishek Porel,20,11,SN Khan,14,12,34,23
1,Delhi Capitals,6,AR Patel,17,11,SN Khan,12,13,29,24
1,Delhi Capitals,7,Aman Hakim Khan,8,8,AR Patel,10,6,18,14
1,Delhi Capitals,8,Kuldeep Yadav,1,1,AR Patel,9,5,10,6
1,Delhi Capitals,9,A Nortje,4,2,Kuldeep Yadav,0,0,4,2
2,Gujarat Titans,1,WP Saha,14,7,Shubman Gill,8,6,22,13
2,Gujarat Titans,2,B Sai Sudharsan,7,6,Shubman Gill,6,7,14,12
2,Gujarat Titans,3,HH Pandya,5,4,B Sai Sudharsan,11,8,18,11
2,Gujarat Titans,4,B Sai Sudharsan,22,21,V Shankar,29,23,53,44
2,Gujarat Titans,5,DA Miller,31,16,B Sai Sudharsan,22,13,56,29
