innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,29,3.4
1,Delhi Capitals,2,MR Marsh,37,5.2
1,Delhi Capitals,3,DA Warner,67,9.2
1,Delhi Capitals,4,RR Rossouw,67,9.3
1,Delhi Capitals,5,Abishek Porel,101,13.2
1,Delhi Capitals,6,SN Khan,130,17.2
1,Delhi Capitals,7,Aman Hakim Khan,148,19.4
1,Delhi Capitals,8,AR Patel,158,20.4
2,Gujarat Titans,1,WP Saha,22,3.1
2,Gujarat Titans,2,Shubman Gill,36,5.1
2,Gujarat Titans,3,HH Pandya,54,6.6
2,Gujarat Titans,4,V Shankar,107,14.2
