innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,8,4,Delhi Capitals,B Sai Sudharsan,Kuldeep Yadav,GR Sadashiv Iyer,wicket,struck down,False
2,14,2,Delhi Capitals,V Shankar,MR Marsh,GR Sadashiv Iyer,wicket,upheld,False
2,15,1,Gujarat Titans,DA Miller,Kuldeep Yadav,A Nand Kishore,wicket,upheld,False
