match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2026-04-01,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,5,0,0,20.0,c RR Pant b Prince Yadav,2
8,2026-04-04,Mumbai Indians,"Arun Jaitley Stadium, Delhi",44,30,6,1,146.67,c M Markande b MJ Santner,2
14,2026-04-08,Gujarat Titans,"Arun Jaitley Stadium, Delhi",41,24,6,1,170.83,c R Tewatia b M Prasidh Krishna,1
