innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,G Gambhir,26,16,V Sehwag,17,20,47,36
1,Delhi Daredevils,2,G Gambhir,2,3,S Dhawan,3,3,5,6
1,Delhi Daredevils,3,AB de Villiers,12,13,G Gambhir,3,4,16,17
1,Delhi Daredevils,4,KD Karthik,12,12,AB de Villiers,8,9,24,21
1,Delhi Daredevils,5,KD Karthik,1,3,TM Dilshan,1,1,2,4
1,Delhi Daredevils,6,TM Dilshan,2,6,A Mishra,4,5,6,11
1,Delhi Daredevils,7,MF Maharoof,39,16,TM Dilshan,14,6,54,22
1,Delhi Daredevils,8,VY Mahesh,0,1,TM Dilshan,1,2,2,3
2,Rajasthan Royals,1,YK Pathan,8,13,GC Smith,2,6,11,19
2,Rajasthan Royals,2,GC Smith,1,6,M Kaif,1,5,4,11
2,Rajasthan Royals,3,GC Smith,21,15,SR Watson,41,21,71,34
2,Rajasthan Royals,4,RA Jadeja,6,6,SR Watson,5,4,13,10
2,Rajasthan Royals,5,AD Mascarenhas,9,8,SR Watson,16,11,28,18
2,Rajasthan Royals,6,SK Warne,11,12,SR Watson,12,4,23,16
2,Rajasthan Royals,7,NK Patel,0,1,SR Watson,0,0,0,1
2,Rajasthan Royals,8,M Rawat,5,4,NK Patel,4,1,9,5
