innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,V Sehwag,47,6.6
1,Delhi Daredevils,2,S Dhawan,52,7.6
1,Delhi Daredevils,3,G Gambhir,68,10.5
1,Delhi Daredevils,4,AB de Villiers,92,14.2
1,Delhi Daredevils,5,KD Karthik,94,14.6
1,Delhi Daredevils,6,A Mishra,100,16.5
1,Delhi Daredevils,7,MF Maharoof,154,20.3
2,Rajasthan Royals,1,YK Pathan,11,4.1
2,Rajasthan Royals,2,M Kaif,15,5.6
2,Rajasthan Royals,3,GC Smith,86,11.4
2,Rajasthan Royals,4,RA Jadeja,99,13.2
2,Rajasthan Royals,5,AD Mascarenhas,127,16.3
2,Rajasthan Royals,6,SK Warne,150,19.1
2,Rajasthan Royals,7,SR Watson,150,19.2
