match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2011-04-08,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",1,2,0,0,50.0,run out (SB Styris),6
6,2011-04-11,Deccan Chargers,Eden Gardens,29,18,4,0,161.11,b A Mishra,3
12,2011-04-15,Rajasthan Royals,Sawai Mansingh Stadium,75,44,11,1,170.45,not out,3
17,2011-04-17,Rajasthan Royals,Eden Gardens,35,35,3,0,100.0,not out,3
22,2011-04-20,Kochi Tuskers Kerala,Eden Gardens,3,5,0,0,60.0,b RP Singh,3
24,2011-04-22,Royal Challengers Bangalore,Eden Gardens,48,38,6,0,126.32,c TM Dilshan b S Aravind,3
33,2011-04-28,Delhi Daredevils,Feroz Shah Kotla,18,19,2,0,94.74,c Y Venugopal Rao b JR Hopes,3
37,2011-04-30,Kings XI Punjab,Eden Gardens,45,44,4,0,102.27,not out,3
42,2011-05-03,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",35,22,3,1,159.09,c KC Sangakkara b PP Ojha,3
45,2011-05-05,Kochi Tuskers Kerala,Nehru Stadium,0,1,0,0,0.0,c DPMD Jayawardene b RV Gomez,3
48,2011-05-07,Chennai Super Kings,Eden Gardens,16,19,2,0,84.21,c S Randiv b R Ashwin,3
58,2011-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,7,9,1,0,77.78,c AB de Villiers b S Aravind,3
65,2011-05-19,Pune Warriors,Dr DY Patil Sports Academy,54,46,7,0,117.39,not out,1
70,2011-05-22,Mumbai Indians,Eden Gardens,8,7,0,1,114.29,b AN Ahmed,3
72,2011-05-25,Mumbai Indians,Wankhede Stadium,4,8,1,0,50.0,b Harbhajan Singh,1
