match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2023-04-02,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",3.0,0,37,0,12.33,6,0,0
12,2023-04-08,Chennai Super Kings,"Wankhede Stadium, Mumbai",3.0,0,24,1,8.0,8,1,0
16,2023-04-11,Delhi Capitals,"Arun Jaitley Stadium, Delhi",3.0,0,23,3,7.67,8,0,0
25,2023-04-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,37,2,9.25,7,1,0
31,2023-04-22,Punjab Kings,"Wankhede Stadium, Mumbai",3.0,0,41,1,13.67,6,1,0
35,2023-04-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,37,1,9.25,8,2,0
54,2023-05-09,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",4.0,0,36,3,9.0,9,0,0
57,2023-05-12,Gujarat Titans,"Wankhede Stadium, Mumbai",4.0,0,37,1,9.25,8,1,0
63,2023-05-16,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,30,2,7.5,7,1,0
69,2023-05-21,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",3.0,0,36,0,12.0,7,3,0
72,2023-05-24,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,21,0,7.0,6,0,0
73,2023-05-26,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,28,0,7.0,8,0,0
