innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bengaluru,1,V Kohli,23,11,F du Plessis,25,12,48,23
1,Royal Challengers Bengaluru,2,WG Jacks,6,9,V Kohli,11,10,17,19
1,Royal Challengers Bengaluru,3,V Kohli,14,14,RM Patidar,50,20,65,34
1,Royal Challengers Bengaluru,4,C Green,5,5,V Kohli,3,8,10,13
1,Royal Challengers Bengaluru,5,MK Lomror,7,4,C Green,13,6,21,10
1,Royal Challengers Bengaluru,6,KD Karthik,11,6,C Green,18,8,32,14
1,Royal Challengers Bengaluru,7,Swapnil Singh,12,6,C Green,1,1,13,7
1,Royal Challengers Bengaluru,8,Swapnil Singh,12,6,C Green,1,1,13,7
2,Sunrisers Hyderabad,1,Abhishek Sharma,2,3,TM Head,1,3,3,6
2,Sunrisers Hyderabad,2,Abhishek Sharma,29,10,AK Markram,3,6,34,16
2,Sunrisers Hyderabad,3,Nithish Kumar Reddy,0,2,AK Markram,4,2,4,4
2,Sunrisers Hyderabad,4,H Klaasen,7,3,Nithish Kumar Reddy,7,2,15,4
2,Sunrisers Hyderabad,5,Nithish Kumar Reddy,6,9,Shahbaz Ahmed,6,5,13,14
2,Sunrisers Hyderabad,6,Abdul Samad,10,6,Shahbaz Ahmed,6,5,16,11
2,Sunrisers Hyderabad,7,PJ Cummins,31,15,Shahbaz Ahmed,7,9,39,24
2,Sunrisers Hyderabad,8,B Kumar,13,13,Shahbaz Ahmed,3,3,17,16
2,Sunrisers Hyderabad,9,JD Unadkat,8,10,Shahbaz Ahmed,18,15,30,25
