innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,5,2,Sunrisers Hyderabad,AK Markram,Swapnil Singh,Nitin Menon,wicket,struck down,False
2,15,2,Royal Challengers Bengaluru,B Kumar,KV Sharma,Nitin Menon,wicket,struck down,False
