innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kochi Tuskers Kerala,death,21,7,30,4.2,1,14
1,Kochi Tuskers Kerala,middle,56,1,54,6.22,4,17
1,Kochi Tuskers Kerala,powerplay,32,2,36,5.33,3,19
2,Rajasthan Royals,death,54,2,30,10.8,8,10
2,Rajasthan Royals,middle,29,0,29,6.0,4,13
2,Rajasthan Royals,powerplay,28,0,26,6.46,3,10
