innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kochi Tuskers Kerala,1,DPMD Jayawardene,12,11,VVS Laxman,8,10,26,21
1,Kochi Tuskers Kerala,2,PA Patel,1,2,DPMD Jayawardene,1,2,2,4
1,Kochi Tuskers Kerala,3,BJ Hodge,8,14,PA Patel,5,7,14,21
1,Kochi Tuskers Kerala,4,RA Jadeja,22,23,PA Patel,26,24,48,47
1,Kochi Tuskers Kerala,5,PA Patel,0,1,RV Gomez,0,0,0,1
1,Kochi Tuskers Kerala,6,NLTC Perera,0,2,RV Gomez,0,1,0,3
1,Kochi Tuskers Kerala,7,NLTC Perera,1,2,KM Jadhav,1,3,2,5
1,Kochi Tuskers Kerala,8,R Vinay Kumar,5,4,KM Jadhav,1,1,6,5
1,Kochi Tuskers Kerala,9,M Muralitharan,5,8,KM Jadhav,3,5,10,12
1,Kochi Tuskers Kerala,10,RP Singh,1,1,M Muralitharan,0,0,1,1
2,Rajasthan Royals,1,SR Watson,25,27,R Dravid,44,37,71,64
2,Rajasthan Royals,2,J Botha,10,6,SR Watson,24,13,34,19
2,Rajasthan Royals,3,LRPL Taylor,2,1,J Botha,4,1,6,2
