innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kochi Tuskers Kerala,DPMD Jayawardene,13,13,2,0,100.0,b J Botha,1
1,Kochi Tuskers Kerala,VVS Laxman,8,10,1,0,80.0,run out (R Dravid),2
1,Kochi Tuskers Kerala,PA Patel,32,34,2,0,94.12,st DH Yagnik b SK Warne,3
1,Kochi Tuskers Kerala,BJ Hodge,8,14,0,0,57.14,b SK Warne,4
1,Kochi Tuskers Kerala,RA Jadeja,22,23,2,0,95.65,c & b SK Warne,5
1,Kochi Tuskers Kerala,RV Gomez,0,1,0,0,0.0,c SR Watson b SK Trivedi,6
1,Kochi Tuskers Kerala,NLTC Perera,1,4,0,0,25.0,c STR Binny b SK Trivedi,7
1,Kochi Tuskers Kerala,KM Jadhav,5,9,0,0,55.56,c DH Yagnik b SK Trivedi,8
1,Kochi Tuskers Kerala,R Vinay Kumar,5,4,1,0,125.0,c SR Watson b A Singh,9
1,Kochi Tuskers Kerala,M Muralitharan,5,8,0,0,62.5,not out,10
1,Kochi Tuskers Kerala,RP Singh,1,1,0,0,100.0,"run out (J Botha, DH Yagnik)",11
2,Rajasthan Royals,SR Watson,49,40,4,2,122.5,b RA Jadeja,1
2,Rajasthan Royals,R Dravid,44,37,5,1,118.92,"run out (KM Jadhav, PA Patel)",2
2,Rajasthan Royals,J Botha,14,7,3,0,200.0,not out,3
2,Rajasthan Royals,LRPL Taylor,2,1,0,0,200.0,not out,4
