innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,A Singh,4.0,0,26,1,6.5,9,1,0
1,Rajasthan Royals,J Botha,4.0,0,19,1,4.75,10,1,0
1,Rajasthan Royals,SK Trivedi,4.0,0,19,3,4.75,11,0,0
1,Rajasthan Royals,SK Warne,4.0,0,16,3,4.0,11,0,0
1,Rajasthan Royals,SR Watson,4.0,0,23,0,5.75,9,0,1
2,Kochi Tuskers Kerala,M Muralitharan,3.1,0,28,0,8.84,10,1,0
2,Kochi Tuskers Kerala,NLTC Perera,2.0,0,11,0,5.5,4,0,0
2,Kochi Tuskers Kerala,R Vinay Kumar,3.0,0,27,0,9.0,5,0,0
2,Kochi Tuskers Kerala,RA Jadeja,3.0,0,24,1,8.0,9,0,0
2,Kochi Tuskers Kerala,RP Singh,2.0,0,11,0,5.5,4,0,0
2,Kochi Tuskers Kerala,RV Gomez,1.0,0,9,0,9.0,1,0,0
