match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2024-03-24,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",3,5,0,0,60.0,not out,8
11,2024-03-30,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",43,22,4,2,195.45,not out,7
21,2024-04-07,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,2,0,0,100.0,not out,7
26,2024-04-12,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,4,0,0,75.0,c RR Pant b Mukesh Kumar,8
28,2024-04-14,Kolkata Knight Riders,"Eden Gardens, Kolkata",7,8,0,0,87.5,not out,7
44,2024-04-27,Rajasthan Royals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15,11,1,0,136.36,not out,7
48,2024-04-30,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,1,0,0,100.0,not out,8
54,2024-05-05,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",5,6,0,0,83.33,c PD Salt b Harshit Rana,8
57,2024-05-08,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",24,21,0,2,114.29,run out (PJ Cummins),4
64,2024-05-14,Delhi Capitals,"Arun Jaitley Stadium, Delhi",18,18,2,0,100.0,st RR Pant b Kuldeep Yadav,7
67,2024-05-17,Mumbai Indians,"Wankhede Stadium, Mumbai",12,7,1,1,171.43,not out,8
