innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,FH Allen,15,2.4
1,Kolkata Knight Riders,2,AM Rahane,99,11.2
1,Kolkata Knight Riders,3,A Raghuvanshi,105,12.4
1,Kolkata Knight Riders,4,RK Singh,111,14.2
2,Lucknow Super Giants,1,AK Markram,41,5.1
2,Lucknow Super Giants,2,MR Marsh,42,5.3
2,Lucknow Super Giants,3,RR Pant,73,9.2
2,Lucknow Super Giants,4,N Pooran,95,12.4
2,Lucknow Super Giants,5,Abdul Samad,104,13.5
2,Lucknow Super Giants,6,A Badoni,125,15.4
2,Lucknow Super Giants,7,Mohammed Shami,128,16.6
