innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,DB Ravi Teja,131,14.2
1,Deccan Chargers,2,JP Duminy,158,17.1
2,Kings XI Punjab,1,PC Valthaty,9,2.4
2,Kings XI Punjab,2,SE Marsh,22,3.6
2,Kings XI Punjab,3,AC Gilchrist,83,11.4
2,Kings XI Punjab,4,KD Karthik,84,11.6
2,Kings XI Punjab,5,AM Nayar,91,14.3
2,Kings XI Punjab,6,R McLaren,102,16.3
2,Kings XI Punjab,7,Mandeep Singh,102,16.4
2,Kings XI Punjab,8,RJ Harris,102,16.5
2,Kings XI Punjab,9,P Kumar,104,18.1
2,Kings XI Punjab,10,BA Bhatt,116,19.6
