match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2017-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",24,16,5,0,150.0,b Rashid Khan,2
5,2017-04-08,Delhi Daredevils,M.Chinnaswamy Stadium,12,10,3,0,120.0,b PJ Cummins,3
8,2017-04-10,Kings XI Punjab,Holkar Cricket Stadium,28,34,1,1,82.35,c WP Saha b VR Aaron,5
12,2017-04-14,Mumbai Indians,M Chinnaswamy Stadium,0,1,0,0,0.0,b MJ McClenaghan,6
17,2017-04-16,Rising Pune Supergiant,M Chinnaswamy Stadium,0,3,0,0,0.0,c MS Dhoni b SN Thakur,2
27,2017-04-23,Kolkata Knight Riders,Eden Gardens,1,3,0,0,33.33,c MK Pandey b UT Yadav,3
31,2017-04-27,Gujarat Lions,M Chinnaswamy Stadium,8,14,0,0,57.14,c RA Jadeja b AJ Tye,6
38,2017-05-01,Mumbai Indians,Wankhede Stadium,17,13,3,0,130.77,c HH Pandya b KV Sharma,2
43,2017-05-05,Kings XI Punjab,M Chinnaswamy Stadium,46,40,5,2,115.0,b GJ Maxwell,1
46,2017-05-07,Kolkata Knight Riders,M Chinnaswamy Stadium,52,43,4,1,120.93,c UT Yadav b SP Narine,2
