innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,44,1,30,8.8,4,7
1,Royal Challengers Bangalore,middle,63,2,54,7.0,9,23
1,Royal Challengers Bangalore,powerplay,66,0,36,11.0,9,14
2,Pune Warriors,death,33,3,30,6.6,2,8
2,Pune Warriors,middle,55,3,54,6.11,6,22
2,Pune Warriors,powerplay,50,3,36,8.33,8,15
