innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,80,9.3
1,Royal Challengers Bangalore,2,V Kohli,95,12.3
1,Royal Challengers Bangalore,3,TM Dilshan,138,18.2
2,Pune Warriors,1,MD Mishra,4,1.4
2,Pune Warriors,2,MK Pandey,4,1.6
2,Pune Warriors,3,MJ Clarke,22,4.5
2,Pune Warriors,4,RV Uthappa,72,9.3
2,Pune Warriors,5,AD Mathews,84,12.1
2,Pune Warriors,6,AP Majumdar,102,15.1
2,Pune Warriors,7,B Kumar,108,16.5
2,Pune Warriors,8,AC Thomas,118,18.2
2,Pune Warriors,9,R Sharma,122,18.6
