innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Royal Challengers Bangalore,1,CH Gayle,57,31,TM Dilshan,17,21,80,51
1,Royal Challengers Bangalore,2,V Kohli,9,12,TM Dilshan,6,6,15,18
1,Royal Challengers Bangalore,3,SS Tiwary,11,18,TM Dilshan,30,17,43,35
1,Royal Challengers Bangalore,4,SS Tiwary,25,12,AB de Villiers,9,4,35,16
2,Pune Warriors,1,MD Mishra,4,4,MJ Clarke,0,0,4,4
2,Pune Warriors,2,MK Pandey,0,2,MJ Clarke,0,0,0,2
2,Pune Warriors,3,MJ Clarke,13,10,RV Uthappa,5,7,18,17
2,Pune Warriors,4,RV Uthappa,33,16,AP Majumdar,16,12,50,28
2,Pune Warriors,5,AD Mathews,4,10,AP Majumdar,7,6,12,16
2,Pune Warriors,6,SPD Smith,10,10,AP Majumdar,8,8,18,18
2,Pune Warriors,7,SPD Smith,4,6,B Kumar,2,4,6,10
2,Pune Warriors,8,AC Thomas,7,6,SPD Smith,2,3,10,9
2,Pune Warriors,9,R Sharma,0,2,SPD Smith,3,2,4,4
2,Pune Warriors,10,SPD Smith,5,4,K Upadhyay,11,8,16,12
