match_number,date,opponent,catches,stumpings,run_outs
17,2020-10-04,Sunrisers Hyderabad,1,0,0
48,2020-10-28,Royal Challengers Bangalore,1,0,0
57,2020-11-05,Delhi Capitals,1,0,0
